"PELLID","Institution","State","Recipients","Awards"
"25950","Fayettevile Beauty School","TN","55","79996.210000000006"
"3490","Fisk University","TN","444","1109678"
"30088","Franklin Academy D/B/A Academy Of Beauty Arts","TN","81","94718"
"30018","Free Will Baptist Bible College","TN","105","176179"
"3492","Freed Hardeman University","TN","506","1060634"
"16062","Hair Academy","TN","33","46270"
"3494","Hiwassee College","TN","202","375111.51000000001"
"4937","Jackson State Community College","TN","1249","2103130.4199999999"
"8859","John A. Gupton College","TN","41","84490"
"15171","John Nave University Of Cosmetology","TN","32","54220"
"3495","Johnson Bible College","TN","181","398853"
"3496","King College","TN","175","387253"
"4938","Knoxville Business College","TN","408","722083"
"14657","Knoxville Inst Of Hair Design","TN","47","68017.740000000005"
"3498","Lambuth University","TN","285","629268"
"3499","Lane College","TN","565","1293378"
"3500","Lee University","TN","1200","2621201"
"3501","Lemoyne-Owen College","TN","799","1568082"
"3502","Lincoln Memorial University","TN","434","917057.35999999999"
"3504","Martin Methodist College","TN","226","494848.98999999999"
"3505","Maryville College","TN","276","600140"
"25976","Mccollum & Ross  Hair School","TN","121","244600.42999999999"
"10815","Medvance Institute","TN","370","656631"
"3507","Memphis College Of Art","TN","100","216048"
"6600","Methodist Hospital School Of Nursing","TN","69","115523.71000000001"
"8655","Middle Tennessee School Of Cosmetology","TN","35","51157.199999999997"
"3510","Middle Tennessee State University","TN","4098","8332272"
"26142","Miller - Motte Technical College","TN","1009","1533103.96"
"3511","Milligan College","TN","193","376075"
"16075","Mister Wayne'S School Of Unisex Hair Design","TN","30","46382.510000000002"
"6836","Motlow State Community College","TN","1109","2145567"
"7440","Nashville Auto Diesel College","TN","785","1441838"
"13631","Nashville College Of Medical Careers","TN","205","387373.20000000001"
"7534","Nashville State Technical Institute","TN","1218","2070473.9199999999"
"4617","National College Of Business And Technology","TN","167","276466.20000000001"
"31493","New Directions Hair Academy","TN","119","226701.04000000001"
"16813","New Wave Hair Academy","TN","24","38084.300000000003"
"30125","New Wave Hair Academy","TN","519","1059886.77"
"30791","North Central Institute","TN","70","92453.429999999993"
"5378","Northeast State Technicl Community College","TN","1441","2657375.5"
"17347","Nossi College Of Art","TN","126","260453.45999999999"
"14663","O'More College Of Design","TN","38","77425.75"
"12693","Pellissippi State Technical Community College","TN","2251","3921088"
"10447","Plaza Beauty School","TN","72","121656"
"17068","Queen City College","TN","82","147107.35000000001"
"3519","Rhodes College","TN","136","316406"
"9914","Roane State Community College","TN","1690","3209125.79"
"3518","Southern Adventist University","TN","485","1060474.0900000001"
"7105","Southwest Tennessee Community College","TN","1352","2372948.2000000002"
"10439","Southwest Tennessee Community College","TN","2499","4624094.6399999997"
"30611","Stylemasters Beauty Academy","TN","55","96363"
"31269","Styles & Profiles Beauty College","TN","18","36760.650000000001"
"17045","Tenn Academy Of Cosmetology","TN","91","145872.25"
"5357","Tenn Tech Center - Crump","TN","151","198561"
"13891","Tenn Tech Center - Morristown","TN","624","776269.56000000006"
"13968","Tenn Tech Center - Nashville","TN","337","353692"
"30249","Tennessee Academy Of Cosmetology","TN","100","159825.14999999999"
"34543","Tennessee Career College","TN","33","56130.110000000001"
"7439","Tennessee Institute Of Electronics","TN","72","154418.89999999999"
"32193","Tennessee Institute Of Healing Arts","TN","61","101370.64"
"9567","Tennessee School Of Beauty","TN","122","248411"
"3522","Tennessee State University","TN","3268","7695273.6699999999"
"5360","Tennessee Technical Center - Memphis","TN","346","590014"
"3523","Tennessee Technological University","TN","1968","4025060"
"5280","Tennessee Technology Center - Covington","TN","81","91652"
"5281","Tennessee Technology Center - Elizabethton","TN","313","358611"
"14126","Tennessee Technology Center - Hohenwald","TN","194","295855"
"5283","Tennessee Technology Center - New Bern","TN","89","143051"
"9710","Tennessee Technology Center - Oneida/Huntsville","TN","126","168204.5"
"12164","Tennessee Technology Center - Ripley","TN","124","130450"
"5358","Tennessee Technology Center At Athens","TN","103","160269"
"4026","Tennessee Technology Center At Crossville","TN","243","320232"
"13955","Tennessee Technology Center At Dickson","TN","201","275355.54999999999"
"13894","Tennessee Technology Center At Harriman","TN","152","195584.25"
"13893","Tennessee Technology Center At Hartsville","TN","47","59221"
"10700","Tennessee Technology Center At Jacksboro","TN","171","270450.65999999997"
"13895","Tennessee Technology Center At Jackson","TN","356","488994"
"4025","Tennessee Technology Center At Knoxville","TN","415","516847.59999999998"
"5353","Tennessee Technology Center At Livingston","TN","244","316383"
"5352","Tennessee Technology Center At Mckenzie","TN","106","168315"
"5307","Tennessee Technology Center At Mcminnville","TN","157","206973"
"14543","Tennessee Technology Center At Murfreesboro","TN","72","96125.460000000006"
"13943","Tennessee Technology Center At Paris","TN","246","351721.26000000001"
"9464","Tennessee Technology Center At Pulaski","TN","155","213648"
"5379","Tennessee Technology Center At Shelbyville","TN","153","216394.79000000001"
"14304","Tennessee Technology Center At Whiteville","TN","114","167363"
"3524","Tennessee Temple University","TN","387","789227.75"
"3525","Tennessee Wesleyan College","TN","271","547510"
"3509","The University Of Memphis","TN","4600","9832468"
"3534","The University Of The South","TN","157","334455"
"3526","Trevecca Nazarene University","TN","306","560622"
"3527","Tusculum College","TN","456","884042"
"3528","Union University","TN","378","684256"
"3529","University Of Tennessee - Chattanooga","TN","1610","3405056"
"3530","University Of Tennessee - Knoxville","TN","3714","7659298"
"3531","University Of Tennessee - Martin","TN","1713","3645927.3700000001"
"6725","University Of Tennessee (The) - Memphis","TN","77","162627"
"3535","Vanderbilt University","TN","564","1189030"
"16557","Volunteer Beauty Academy","TN","63","94580"
"16183","Volunteer Beauty Academy Of Dyersburg","TN","68","90006"
"16185","Volunteer Beauty Academy Of Nashville","TN","73","87552"
"9912","Volunteer State Community College","TN","1342","2241472"
"8863","Walters State Community College","TN","1779","3366316.04"
"31276","Watkins Institute College Of Art And Design","TN","64","123587.85000000001"
"4947","West Tennessee Business College","TN","421","696258.92000000004"
"13531","William R  Moore College Of Technology","TN","34","49117.010000000002"
"3537","Abilene Christian University","TX","1082","2286047.8199999998"
"16749","Academy Of Hair Design","TX","120","200422.64000000001"
"32763","Academy Of Hair Design","TX","72","126388"
"32773","Academy Of Hair Design","TX","71","111685"
"31281","Academy Of Health Care Professions (The)","TX","455","841388"
"34123","Advanced Barber College & Hair Design","TX","83","206315.17000000001"
"3607","Alamo Community College District Central Office","TX","14498","26785160.859999999"
"3539","Alvin Community College","TX","586","1068698"
"3540","Amarillo College","TX","2214","3807667.25"
"13674","Amarillo College Of Hairdressing","TX","106","194391.66"
"12093","American Beauty College","TX","25","41415"
"31533","American College Of Acupuncture & Oriental Medicine","TX","14","32511.900000000001"
"10057","American Commercial College","TX","209","406560.21999999997"
"10059","American Commercial College","TX","344","699465.14000000001"
"14154","American Commercial College","TX","178","330445.96000000002"
"15960","American Commercial College","TX","215","352460.79999999999"
"12482","American Trades Institute","TX","390","548783.87"
"30038","Anderson County Beauty College","TX","6","13238.200000000001"
"6661","Angelina College","TX","1908","3590154.5800000001"
"3541","Angelo State University","TX","2114","4349655.6500000004"
"14305","Arlington Baptist College","TX","103","219557"
"16944","Arlington Career Institute","TX","191","294254.42999999999"
"31593","Arlington Medical Institute","TX","124","204571.57999999999"
"17360","Art Institute Of Dallas (The)","TX","654","1136383.96"
"14771","Art Institute Of Houston","TX","763","1408119.1200000001"
"25966","Ati - Career Training Center","TX","715","1174585.8400000001"
"25965","Ati- Career Training Center","TX","492","797781.68000000005"
"14536","Austin Business College","TX","239","414167.5"
"3543","Austin College","TX","270","631477"
"12015","Austin Community College","TX","3336","5120248.6500000004"
"12268","Baldwin Beauty School #5","TX","97","188921"
"14956","Baptist Health System","TX","69","125707"
"16525","Baptist Missionary Association Theological Seminary","TX","7","14775"
"3545","Baylor University","TX","1805","3880384"
"34243","Bilingual Education Institute","TX","1","0"
"3549","Blinn College","TX","2069","3813371"
"12982","Border Institute Of Technology","TX","286","505587.15000000002"
"14986","Bradford School Of Business","TX","188","396838.15000000002"
"7287","Brazosport College","TX","444","717797.23999999999"
"14471","Brookhaven College","TX","885","1495915.5600000001"
"16202","Capitol City Careers","TX","67","84786"
"14166","Capitol City Trade & Technical School","TX","254","357749"
"17277","Career Academy","TX","74","127492.72"
"15841","Career Advancement And Applied Technology Training Division","TX","45","101700"
"34263","Career Advancement Center","TX","16","32461.639999999999"
"25919","Career Centers Of Texas - El Paso, Inc.","TX","1058","2019200.5"
"25911","Career Pt Business School","TX","1258","2039311.8200000001"
"34003","Career Quest","TX","29","41805.68"
"30912","Careers Unlimited","TX","101","232482"
"31059","Careers Unlimited","TX","434","783761.02000000002"
"14035","Cedar Valley College","TX","687","1193737.02"
"26047","Center For Advanced Legal Studies","TX","161","298903.65999999997"
"13984","Central Texas Beauty College #2","TX","164","253411"
"4003","Central Texas College District","TX","2693","4197367.4000000004"
"10624","Central Texas Commercial College","TX","193","385338.09999999998"
"12930","Charles & Sue'S School Of Hair Design","TX","54","92107.5"
"30288","Circle J Beauty School","TX","148","252597.32999999999"
"3553","Cisco Junior College","TX","989","1746852.8500000001"
"3554","Clarendon College","TX","274","582076.68000000005"
"3546","Coastal Bend College","TX","1533","3123975"
"34224","College Of Biblical Studies-Houston","TX","10","21084"
"7096","College Of The Mainland","TX","763","1353016.21"
"16792","Collin County Community College District","TX","797","1316600.8799999999"
"3556","Commonwealth Institute Of Funeral Services","TX","73","99221"
"17276","Computer Career Center","TX","288","577031.57999999996"
"3557","Concordia University At Austin","TX","185","348812"
"13700","Conlee'S College Of Cosmetology","TX","16","22452"
"35094","Coryell Cosmetology College","TX","9","14316.67"
"12483","Cosmetology Career Center","TX","61","81047"
"14840","Court Reporting Institute Of Dallas","TX","336","622322"
"14107","Covenant School Of Nursing","TX","79","159247.5"
"3560","Dallas Baptist University","TX","570","1003720.9"
"6941","Dallas Christian College","TX","83","145205.5"
"10761","Dallas Institute Of Funeral Service","TX","60","79016"
"3563","Del Mar College","TX","3155","5699298.7300000004"
"10139","Devry Institute Of Technology","TX","1627","3012033.3799999999"
"3564","East Texas Baptist University","TX","640","1144383"
"8510","Eastfield College","TX","1329","2338409.0800000001"
"30265","Education America - Houston Campus","TX","515","882628.37"
"4453","El Centro College","TX","1152","1941909.1299999999"
"10387","El Paso County Community College District","TX","10096","20609637.550000001"
"9432","Ess College Of Business","TX","396","691192"
"30923","Euro Hair School","TX","475","795247.93000000005"
"34454","Expert Solutions Technical College","TX","42","69680"
"16008","Exposito School Of Hair Design","TX","83","160203"
"32374","Faris Computer School","TX","23","27172.470000000001"
"14547","Fort Worth Beauty School","TX","281","402301"
"3568","Frank Phillips College","TX","368","734160.71999999997"
