"OPEID","Name","State","Type & Control","Recips","Awards"
"1127","CALIFORNIA COLLEGE OF THE ARTS","CA","Private 4 Year","536","2125427"
"36984","CALIFORNIA COLLEGE OF VOCATIONAL CAREERS","CA","Proprietary 2 Year","88","387613"
"21108","CALIFORNIA COLLEGE SAN DIEGO","CA","Proprietary 4 Year","1208","6014467"
"22202","CALIFORNIA CULINARY ACADEMY","CA","Proprietary 2 Year","469","1950141"
"11865","CALIFORNIA HAIR DESIGN ACADEMY","CA","Proprietary 2 Year","160","651358"
"36813","CALIFORNIA HEALING ARTS COLLEGE","CA","Proprietary 2 Year","117","403395"
"12154","CALIFORNIA INSTITUTE OF INTEGRAL STUDIES","CA","Private 4 Year","40","187145"
"1131","CALIFORNIA INSTITUTE OF TECHNOLOGY","CA","Private 4 Year","104","411446"
"1132","CALIFORNIA INSTITUTE OF THE ARTS","CA","Private 4 Year","285","1259405"
"1133","CALIFORNIA LUTHERAN UNIVERSITY","CA","Private 4 Year","587","2203702"
"1134","CALIFORNIA MARITIME ACADEMY","CA","Public 4 Year","256","1100732"
"39353","CALIFORNIA NURSES EDUCATIONAL INSTITUTE","CA","Proprietary 2 Year","68","316573"
"1143","CALIFORNIA POLYTECHNIC STATE UNIVERSITY","CA","Public 4 Year","3308","13114664"
"1144","CALIFORNIA STATE POLYTECHNIC UNIVERSITY, POMONA","CA","Public 4 Year","7964","31972194"
"1150","CALIFORNIA STATE UNIVERSITY - SACRAMENTO","CA","Public 4 Year","10454","42436847"
"39803","CALIFORNIA STATE UNIVERSITY CHANNEL ISLANDS","CA","Public 4 Year","1112","4379635"
"7993","CALIFORNIA STATE UNIVERSITY, BAKERSFIELD","CA","Public 4 Year","4092","16183841"
"1146","CALIFORNIA STATE UNIVERSITY, CHICO","CA","Public 4 Year","5360","22363703"
"1141","CALIFORNIA STATE UNIVERSITY, DOMINGUEZ HILLS","CA","Public 4 Year","5672","23147688"
"1138","CALIFORNIA STATE UNIVERSITY, EAST BAY","CA","Public 4 Year","4440","18930153"
"1147","CALIFORNIA STATE UNIVERSITY, FRESNO","CA","Public 4 Year","8843","37549394"
"1137","CALIFORNIA STATE UNIVERSITY, FULLERTON","CA","Public 4 Year","9952","41439389"
"1139","CALIFORNIA STATE UNIVERSITY, LONG BEACH","CA","Public 4 Year","11043","43868752"
"1140","CALIFORNIA STATE UNIVERSITY, LOS ANGELES","CA","Public 4 Year","9411","37446091"
"32603","CALIFORNIA STATE UNIVERSITY, MONTEREY BAY","CA","Public 4 Year","1837","7403624"
"1153","CALIFORNIA STATE UNIVERSITY, NORTHRIDGE","CA","Public 4 Year","12635","52431622"
"1142","CALIFORNIA STATE UNIVERSITY, SAN BERNARDINO","CA","Public 4 Year","7997","32097203"
"30113","CALIFORNIA STATE UNIVERSITY, SAN MARCOS","CA","Public 4 Year","2825","10711676"
"1157","CALIFORNIA STATE UNIVERSITY, STANISLAUS","CA","Public 4 Year","3688","14242102"
"38743","CAMBRIDGE JUNIOR COLLEGE","CA","Proprietary 2 Year","170","702301"
"6973","CANADA COLLEGE","CA","Public 2 Year","982","3061656"
"41387","CAO INSTITUTE OF AESTHETICS (THE)","CA","Proprietary 2 Year","107","363188"
"21250","CAREER ACADEMY OF BEAUTY","CA","Proprietary 2 Year","150","500195"
"37974","CAREER CARE INSTITUTE","CA","Proprietary 2 Year","759","2166068"
"41192","CAREER COLLEGE CONSULTANTS","CA","Proprietary 2 Year","121","459464"
"40563","CAREER COLLEGE OF CALIFORNIA","CA","Proprietary 2 Year","20","63412"
"41345","CAREER COLLEGE OF SAN DIEGO","CA","Proprietary 2 Year","240","863514"
"34274","CAREER COLLEGES OF AMERICA","CA","Proprietary 2 Year","2195","8686925"
"41442","CAREER DEVELOPMENT INSTITUTE","CA","Proprietary 2 Year","12","45882"
"32423","CAREER NETWORKS INSTITUTE","CA","Proprietary 2 Year","570","2047085"
"6731","CASA LOMA COLLEGE","CA","Private 2 Year","638","2668556"
"23328","CENTER FOR EMPLOYMENT TRAINING","CA","Private 2 Year","3085","10784522"
"30977","CENTRAL CALIFORNIA SCHOOL OF CONTINUING EDUCATION","CA","Proprietary 2 Year","173","736448"
"26023","CENTRAL COAST COLLEGE","CA","Proprietary 2 Year","296","854706"
"41500","CENTRAL NURSING COLLEGE","CA","Proprietary 2 Year","89","419704"
"1161","CERRITOS COMMUNITY COLLEGE","CA","Public 2 Year","8935","29470394"
"10111","CERRO COSO COMMUNITY COLLEGE","CA","Public 2 Year","1101","3515300"
"1162","CHABOT COLLEGE","CA","Public 2 Year","3956","12043014"
"1163","CHAFFEY COMMUNITY COLLEGE","CA","Public 2 Year","6795","20274209"
"41264","CHAMPION INSTITUTE OF COSMETOLOGY","CA","Proprietary 2 Year","30","129678"
"1164","CHAPMAN UNIVERSITY","CA","Private 4 Year","2412","8792829"
"10365","CHARLES DREW UNIVERSITY OF MEDICINE AND SCIENCE","CA","Private 4 Year","95","437795"
"32783","CHARTER COLLEGE","CA","Proprietary 2 Year","1687","5705867"
"38525","CIT COLLEGE OF INFOMEDICAL TECHNOLOGY","CA","Proprietary 2 Year","611","2169850"
"1166","CITRUS COMMUNITY COLLEGE","CA","Public 2 Year","4023","11898003"
"4502","CITY COLLEGE OF SAN FRANCISCO","CA","Public 2 Year","8463","28203787"
"1169","CLAREMONT GRADUATE UNIVERSITY","CA","Private 4 Year","0","0"
"1170","CLAREMONT MCKENNA COLLEGE","CA","Private 4 Year","166","695724"
"21474","CLEVELAND CHIROPRACTIC COLLEGE","CA","Private 4 Year","35","128105"
"23095","CLOVIS ADULT EDUCATION","CA","Public 2 Year","196","521415"
"41153","COACHELLA VALLEY BEAUTY COLLEGE","CA","Proprietary 2 Year","86","354731"
"41265","COAST CAREER INSTITUTE","CA","Proprietary 2 Year","662","2019999"
"40923","COASTLINE BEAUTY COLLEGE","CA","Proprietary 2 Year","207","808418"
"20635","COASTLINE COMMUNITY COLLEGE","CA","Public 2 Year","1201","3648984"
"35773","COBA ACADEMY","CA","Proprietary 2 Year","57","204554"
"1177","COGSWELL POLYTECHNICAL COLLEGE","CA","Private 4 Year","51","183672"
"7296","COLEMAN UNIVERSITY","CA","Private 4 Year","352","1517229"
"22200","COLLEEN O'HARA'S BEAUTY ACADEMY","CA","Proprietary 2 Year","270","1080302"
"6720","COLLEGE OF ALAMEDA","CA","Public 2 Year","1282","4131603"
"1178","COLLEGE OF MARIN","CA","Public 2 Year","1620","5085117"
"1181","COLLEGE OF SAN MATEO","CA","Public 2 Year","1434","4691492"
"8903","COLLEGE OF THE CANYONS","CA","Public 2 Year","2646","8129629"
"1182","COLLEGE OF THE DESERT","CA","Public 2 Year","3150","9656582"
"1185","COLLEGE OF THE REDWOODS","CA","Public 2 Year","3236","10287421"
"1186","COLLEGE OF THE SEQUOIAS","CA","Public 2 Year","5934","18084972"
"1187","COLLEGE OF THE SISKIYOUS","CA","Public 2 Year","1364","4415068"
"7707","COLUMBIA COLLEGE","CA","Public 2 Year","853","2660949"
"21102","COLUMBIA COLLEGE-HOLLYWOOD","CA","Private 4 Year","168","620958"
"32503","COMMUNITY BASED EDUCATION AND DEVELOPMENT","CA","Private 2 Year","364","1560140"
"38744","COMMUNITY CHRISTIAN COLLEGE","CA","Private 2 Year","93","250270"
"36953","COMMUNITY ENHANCEMENT SERVICES","CA","Private 2 Year","157","521670"
"37593","COMPUTER TUTOR BUSINESS AND TECHNICAL INSTITUTE","CA","Proprietary 2 Year","164","554476"
"7607","CONCORDE CAREER COLLEGE","CA","Proprietary 2 Year","814","2878512"
"7930","CONCORDE CAREER COLLEGE","CA","Proprietary 2 Year","881","3024240"
"8071","CONCORDE CAREER COLLEGE","CA","Proprietary 2 Year","902","3041529"
"8537","CONCORDE CAREER COLLEGE","CA","Proprietary 2 Year","1120","3923513"
"20705","CONCORDIA UNIVERSITY","CA","Private 4 Year","380","1381325"
"1190","CONTRA COSTA COLLEGE","CA","Public 2 Year","2424","8393043"
"35424","COPPER MOUNTAIN COLLEGE","CA","Public 2 Year","1092","3379505"
"7536","COSUMNES RIVER COLLEGE","CA","Public 2 Year","4041","13382570"
"9272","CRAFTON HILLS COLLEGE","CA","Public 2 Year","1359","3957965"
"25964","CRIMSON TECHNICAL COLLEGE","CA","Proprietary 2 Year","422","1949219"
"24948","CR'U INSTITUTE OF COSMETOLOGY & BARBERING","CA","Proprietary 2 Year","41","182310"
"40033","CSI CAREER COLLEGE","CA","Proprietary 2 Year","225","853318"
"1192","CUESTA COLLEGE","CA","Public 2 Year","1758","5657504"
"21113","CUYAMACA COLLEGE","CA","Public 2 Year","2239","7556924"
"1193","CYPRESS COLLEGE","CA","Public 2 Year","4426","14994984"
"4480","DE ANZA COMMUNITY COLLEGE","CA","Public 2 Year","3719","13101580"
"30256","DELL'ARTE INTERNATIONAL SCHOOL OF PHYSICAL THEATRE","CA","Private 4 Year","4","13250"
"22980","DESIGN INSTITUTE OF SAN DIEGO","CA","Proprietary 4 Year","143","595311"
"36463","DESIGN'S SCHOOL OF COSMETOLOGY","CA","Proprietary 2 Year","135","677311"
"1191","DIABLO VALLEY COLLEGE","CA","Public 2 Year","2350","7648208"
"25536","DIVERSIFIED LANGUAGE INSTITUTE","CA","Proprietary 2 Year","1062","3880339"
"1196","DOMINICAN UNIVERSITY OF CALIFORNIA","CA","Private 4 Year","472","1766373"
"31095","DONGGUK UNIVERSITY LOS ANGELES","CA","Private 4 Year","17","49483"
"5638","DOWNEY ADULT SCHOOL","CA","Public 2 Year","13","57357"
"22260","EAST LOS ANGELES COLLEGE","CA","Public 2 Year","8394","29339890"
"31166","EAST SAN GABRIEL VALLEY ROP AND TECHNICAL CENTER","CA","Public 2 Year","505","1383047"
"1197","EL CAMINO COLLEGE","CA","Public 2 Year","7791","24120535"
"20912","ELEGANCE INTERNATIONAL","CA","Proprietary 2 Year","86","253702"
"32823","ELITE BEAUTY COLLEGE","CA","Proprietary 2 Year","374","1459691"
"9032","EMPIRE COLLEGE","CA","Proprietary 2 Year","406","1790088"
"34134","ENGLISH CENTER (THE)","CA","Private 2 Year","208","783641"
"34033","EPIC BIBLE COLLEGE","CA","Private 4 Year","230","755122"
"21678","ESTES INSTITUTE OF COSMETOLOGY ARTS & SCIENCES","CA","Proprietary 2 Year","65","239246"
"41670","ESTHETIQUES COSMETOLOGY INSTITUTE","CA","Proprietary 2 Year","34","93851"
"11024","EVEREST COLLEGE","CA","Proprietary 2 Year","2958","9684298"
"11107","EVEREST COLLEGE","CA","Proprietary 2 Year","1253","4246889"
"11109","EVEREST COLLEGE","CA","Proprietary 2 Year","2063","6988451"
"11121","EVEREST COLLEGE","CA","Proprietary 2 Year","636","1954421"
"11123","EVEREST COLLEGE","CA","Proprietary 2 Year","2531","8405046"
"12061","EVEREST COLLEGE","CA","Proprietary 2 Year","650","2122913"
"30723","EVEREST COLLEGE","CA","Proprietary 2 Year","3980","13490017"
"31954","EVEREST COLLEGE","CA","Proprietary 2 Year","335","1181514"
"4494","EVEREST COLLEGE","CA","Proprietary 2 Year","1502","5296771"
"7606","EVEREST COLLEGE","CA","Proprietary 2 Year","803","2757006"
"8090","EVEREST COLLEGE","CA","Proprietary 2 Year","1521","5051594"
"12452","EVERGREEN VALLEY COLLEGE","CA","Public 2 Year","2971","10874260"
"39733","EX'PRESSION COLLEGE FOR DIGITAL ARTS","CA","Proprietary 4 Year","512","2567107"
"22343","FASHION CAREERS COLLEGE","CA","Proprietary 2 Year","81","291319"
"11112","FASHION INSTITUTE OF DESIGN & MERCHANDISING -","CA","Proprietary 2 Year","1923","7610317"
"8597","FEATHER RIVER COLLEGE","CA","Public 2 Year","620","2178373"
"7253","FEDERICO BEAUTY INSTITUTE","CA","Proprietary 2 Year","208","806605"
"31313","FIVE BRANCHES UNIVERSITY","CA","Private 4 Year","10","34075"
"38713","FOLSOM LAKE COLLEGE","CA","Public 2 Year","1847","5834974"
"1199","FOOTHILL COLLEGE","CA","Public 2 Year","1330","4303506"
"31623","FOUR-D COLLEGE","CA","Proprietary 2 Year","978","3574693"
"41544","FRANKLIN CAREER COLLEGE","CA","Proprietary 2 Year","25","45846"
"22309","FREDRICK AND CHARLES BEAUTY COLLEGE","CA","Proprietary 2 Year","66","224783"
"30399","FREMONT COLLEGE","CA","Proprietary 2 Year","292","1202466"
"1307","FRESNO CITY COLLEGE","CA","Public 2 Year","11518","38449082"
"1253","FRESNO PACIFIC UNIVERSITY","CA","Private 4 Year","1150","3938848"
"1201","FULLERTON COLLEGE","CA","Public 2 Year","5230","17988482"
"12027","GALEN COLLEGE OF CALIFORNIA","CA","Proprietary 2 Year","158","546433"
"1202","GAVILAN COLLEGE","CA","Public 2 Year","1575","4992220"
"22319","GEMOLOGICAL INSTITUTE OF AMERICA","CA","Private 2 Year","29","98899"
"23385","GLENDALE CAREER COLLEGE","CA","Proprietary 2 Year","180","663345"
"1203","GLENDALE COMMUNITY COLLEGE","CA","Public 2 Year","6168","21161344"
"40764","GNOMON SCHOOL OF VISUAL EFFECTS","CA","Proprietary 2 Year","17","69546"
"1205","GOLDEN GATE UNIVERSITY","CA","Private 4 Year","90","235133"
"1206","GOLDEN WEST COLLEGE","CA","Public 2 Year","2826","9469957"
"1208","GROSSMONT COLLEGE","CA","Public 2 Year","4070","12946534"
"41698","GURNICK ACADEMY OF MEDICAL ARTS","CA","Proprietary 2 Year","19","33451"
"5655","HACIENDA LA PUENTE ADULT EDUCATION","CA","Public 2 Year","338","1019493"
"12985","HAIR CALIFORNIA BEAUTY ACADEMY","CA","Proprietary 2 Year","30","122302"
"22110","HAIRMASTERS UNIVERSITY OF BEAUTY","CA","Proprietary 2 Year","80","322350"
"1209","HARTNELL COMMUNITY COLLEGE","CA","Public 2 Year","2370","7581477"
"1171","HARVEY MUDD COLLEGE","CA","Private 4 Year","102","417127"
"21875","HEALD COLLEGE","CA","Proprietary 2 Year","1616","5731944"
"25931","HEALD COLLEGE","CA","Proprietary 2 Year","1402","5287878"
"25932","HEALD COLLEGE","CA","Proprietary 2 Year","1704","6395879"
"25933","HEALD COLLEGE","CA","Proprietary 2 Year","2231","8227490"
"30340","HEALD COLLEGE","CA","Proprietary 2 Year","1669","6298541"
"7234","HEALD COLLEGE","CA","Proprietary 2 Year","4222","13983572"
"7477","HEALD COLLEGE","CA","Proprietary 2 Year","1399","4996182"
"8093","HEALD COLLEGE","CA","Proprietary 2 Year","2236","8158575"
"8532","HEALD COLLEGE","CA","Proprietary 2 Year","2007","7328373"
"41417","HEALING HANDS SCHOOL OF HOLISTIC HEALTH","CA","Proprietary 2 Year","33","115506"
"41278","HEALTHY HAIR ACADEMY","CA","Proprietary 2 Year","191","735278"
"22851","HILLTOP BEAUTY SCHOOL","CA","Proprietary 2 Year","188","671184"
"41587","HOLLYWOOD BEAUTY COLLEGE","CA","Proprietary 2 Year","97","346127"
"1183","HOLY NAMES UNIVERSITY","CA","Private 4 Year","308","1171863"
"41497","HOMESTEAD SCHOOLS","CA","Private 4 Year","99","400557"
"1252","HOPE INTERNATIONAL UNIVERSITY","CA","Private 4 Year","291","1033351"
"41405","HORIZON COLLEGE SAN DIEGO","CA","Private 4 Year","9","12352"
"1149","HUMBOLDT STATE UNIVERSITY","CA","Public 4 Year","3238","13659216"
"1212","HUMPHREYS COLLEGE","CA","Private 4 Year","745","2877777"
"25459","HYPNOSIS MOTIVATION INSTITUTE","CA","Private 2 Year","76","236605"
"1214","IMPERIAL VALLEY COLLEGE","CA","Public 2 Year","4754","15880084"
"41327","INFOTECH CAREER COLLEGE","CA","Proprietary 2 Year","244","693497"
"21283","INSTITUTE FOR BUSINESS & TECHNOLOGY","CA","Proprietary 2 Year","1274","4527911"
"41323","INSTITUTE OF MEDICAL EDUCATION","CA","Proprietary 2 Year","290","992984"
"30675","INSTITUTE OF TECHNOLOGY","CA","Proprietary 2 Year","4201","14568548"
"25594","INTERCOAST COLLEGES","CA","Proprietary 2 Year","2126","8464661"
"25203","INTERIOR DESIGNERS INSTITUTE","CA","Proprietary 4 Year","43","88485"
"33953","INTERNATIONAL CAREER DEVELOPMENT CENTER","CA","Proprietary 2 Year","3377","13095682"
"41297","INTERNATIONAL POLYTECHNIC INSTITUTE","CA","Private 4 Year","10","50950"
"41347","INTERNATIONAL PROFESSIONAL SCHOOL OF BODYWORK","CA","Proprietary 2 Year","84","247745"
"39644","INTERNATIONAL SCHOOL OF BEAUTY","CA","Proprietary 2 Year","108","479820"
"22554","INTERNATIONAL SCHOOL OF COSMETOLOGY","CA","Proprietary 2 Year","77","374153"
"25395","IRVINE VALLEY COLLEGE","CA","Public 2 Year","1272","4391206"
"21209","ITT TECHNICAL INSTITUTE","CA","Proprietary 2 Year","1796","6596300"
"22915","ITT TECHNICAL INSTITUTE","CA","Proprietary 2 Year","1694","6624971"
"22916","ITT TECHNICAL INSTITUTE","CA","Proprietary 2 Year","2079","7422504"
"30704","ITT TECHNICAL INSTITUTE","CA","Proprietary 2 Year","1933","7493035"
"30874","ITT TECHNICAL INSTITUTE","CA","Proprietary 2 Year","2339","9447643"
"23218","ITT TECHNICAL INSTITUTE -","CA","Proprietary 2 Year","1607","6415955"
"23219","ITT TECHNICAL INSTITUTE -","CA","Proprietary 2 Year","1541","5566906"
"34854","JAMES ALBERT SCHOOL OF COSMETOLOGY","CA","Proprietary 2 Year","213","786679"
"12026","JE BOUTIQUE COLLEGE OF BEAUTY","CA","Proprietary 2 Year","95","416525"
"4484","JOHN F. KENNEDY UNIVERSITY","CA","Private 4 Year","116","312042"
"31253","JOHN WESLEY INTERNATIONAL BARBER AND BEAUTY COLLEGE","CA","Proprietary 2 Year","120","566847"
"20917","KAPLAN COLLEGE","CA","Proprietary 2 Year","1386","5002526"
"23063","KAPLAN COLLEGE","CA","Proprietary 2 Year","2251","8048737"
"23519","KAPLAN COLLEGE","CA","Proprietary 2 Year","2116","7003898"
"25391","KAPLAN COLLEGE","CA","Proprietary 2 Year","2324","8531270"
"25490","KAPLAN COLLEGE","CA","Proprietary 2 Year","2131","7963240"
"25654","KAPLAN COLLEGE","CA","Proprietary 2 Year","792","2503704"
"30445","KAPLAN COLLEGE","CA","Proprietary 2 Year","415","1384696"
"33083","KENSINGTON COLLEGE","CA","Proprietary 2 Year","37","126946"
"35163","KING'S COLLEGE AND SEMINARY (THE)","CA","Private 4 Year","101","266691"
"41639","L.A. BARBER COLLEGE","CA","Proprietary 2 Year","28","99467"
"23124","LA COLLEGE INTERNATIONAL","CA","Proprietary 4 Year","1072","3712747"
"1215","LA SIERRA UNIVERSITY","CA","Private 4 Year","614","2444152"
"38534","LADERA CAREER PATHS TRAINING CENTERS","CA","Proprietary 2 Year","23","82081"
"23305","LAGUNA COLLEGE OF ART AND DESIGN","CA","Private 4 Year","138","555463"
"12907","LAKE TAHOE COMMUNITY COLLEGE","CA","Public 2 Year","546","1618664"
"13010","LANCASTER BEAUTY SCHOOL","CA","Proprietary 2 Year","137","574559"
"1266","LANEY COLLEGE","CA","Public 2 Year","2949","10813974"
"30357","LAS POSITAS COLLEGE","CA","Public 2 Year","1612","5009787"
"1217","LASSEN COLLEGE","CA","Public 2 Year","551","1867901"
"41414","LAURUS COLLEGE","CA","Proprietary 2 Year","187","430753"
"32103","LE CORDON BLEU COLLEGE OF CULINARY ARTS","CA","Proprietary 2 Year","2117","9174927"
"36213","LIBERTY TRAINING INSTITUTE","CA","Proprietary 2 Year","4","7132"
"22706","LIFE PACIFIC COLLEGE","CA","Private 4 Year","186","674500"
"6975","LINCOLN UNIVERSITY","CA","Private 4 Year","29","126100"
"1218","LOMA LINDA UNIVERSITY","CA","Private 4 Year","316","1313713"
"1219","LONG BEACH CITY COLLEGE","CA","Public 2 Year","11597","40149745"
"1223","LOS ANGELES CITY COLLEGE","CA","Public 2 Year","5697","20935349"
"6165","LOS ANGELES COUNTY COLLEGE OF NURSING AND ALLIED HEALTH","CA","Public 2 Year","112","246419"
"40373","LOS ANGELES FILM SCHOOL (THE)","CA","Proprietary 2 Year","632","2256022"
"1224","LOS ANGELES HARBOR COLLEGE","CA","Public 2 Year","3142","9916248"
"12550","LOS ANGELES MISSION COLLEGE","CA","Public 2 Year","2598","8456317"
"38684","LOS ANGELES MUSIC ACADEMY","CA","Proprietary 2 Year","21","65241"
"25703","LOS ANGELES ORT TECHNICAL INSTITUTE","CA","Private 2 Year","1257","4890565"
"1226","LOS ANGELES PIERCE COLLEGE","CA","Public 2 Year","5233","17013118"
"26128","LOS ANGELES RECORDING SCHOOL","CA","Proprietary 2 Year","264","1047826"
"7047","LOS ANGELES SOUTHWEST COLLEGE","CA","Public 2 Year","3427","10172482"
"1227","LOS ANGELES TRADE-TECHNICAL COLLEGE","CA","Public 2 Year","3953","13419006"
"1228","LOS ANGELES VALLEY COLLEGE","CA","Public 2 Year","4998","16603708"
"10340","LOS MEDANOS COLLEGE","CA","Public 2 Year","2808","8421108"
"11649","LOYOLA MARYMOUNT UNIVERSITY","CA","Private 4 Year","1026","4203575"
"11866","LU ROSS ACADEMY","CA","Proprietary 2 Year","98","418213"
"7142","LYLE'S COLLEGE OF BEAUTY","CA","Proprietary 2 Year","209","880269"
"13240","LYTLE'S REDWOOD EMPIRE BEAUTY COLLEGE","CA","Proprietary 2 Year","66","261679"
"22086","MADERA BEAUTY COLLEGE","CA","Proprietary 2 Year","69","232352"
"40924","MAKE-UP DESIGNORY","CA","Proprietary 2 Year","110","351775"
"12316","MANCHESTER BEAUTY COLLEGE","CA","Proprietary 2 Year","133","458089"
"34404","MARIAN HEALTH CAREERS CENTER","CA","Proprietary 2 Year","154","607568"
"12650","MARINELLO SCHOOL OF BEAUTY","CA","Proprietary 2 Year","518","2130633"
"12651","MARINELLO SCHOOL OF BEAUTY","CA","Proprietary 2 Year","202","655842"
"12911","MARINELLO SCHOOL OF BEAUTY","CA","Proprietary 2 Year","136","464539"
"20549","MARINELLO SCHOOL OF BEAUTY","CA","Proprietary 2 Year","152","580938"
"20864","MARINELLO SCHOOL OF BEAUTY","CA","Proprietary 2 Year","771","2946747"
"21746","MARINELLO SCHOOL OF BEAUTY","CA","Proprietary 2 Year","241","1131907"
"22213","MARINELLO SCHOOL OF BEAUTY","CA","Proprietary 2 Year","492","2130558"
"22556","MARINELLO SCHOOL OF BEAUTY","CA","Proprietary 2 Year","301","1236257"
"23387","MARINELLO SCHOOL OF BEAUTY","CA","Proprietary 2 Year","420","1550343"
"30944","MARINELLO SCHOOL OF BEAUTY","CA","Proprietary 2 Year","611","2415499"
"34673","MARINELLO SCHOOL OF BEAUTY","CA","Proprietary 2 Year","602","2464198"
"7476","MARINELLO SCHOOLS OF BEAUTY","CA","Proprietary 2 Year","3079","12412523"
"30749","MARTINEZ ADULT EDUCATION","CA","Public 2 Year","26","66403"
"10474","MARYMOUNT COLLEGE","CA","Private 2 Year","195","786600"
"1220","MASTER'S COLLEGE AND SEMINARY","CA","Private 4 Year","327","1247436"
"40493","MAXINE WATERS EMPLOYMENT PREPARATION CENTER","CA","Public 2 Year","46","162596"
"41156","MAYFIELD COLLEGE","CA","Proprietary 2 Year","283","941857"
"31133","MCED CAREER COLLEGE","CA","Proprietary 2 Year","181","638889"
"11672","MENDOCINO COLLEGE","CA","Public 2 Year","1237","3959419"
"1236","MENLO COLLEGE","CA","Private 4 Year","167","684158"
"1237","MERCED COLLEGE","CA","Public 2 Year","5848","20365541"
"1267","MERRITT COLLEGE","CA","Public 2 Year","1492","4714309"
"24973","MILAN INSTITUTE","CA","Proprietary 2 Year","817","2989446"
"1238","MILLS COLLEGE","CA","Private 4 Year","423","1697813"
"1239","MIRACOSTA COLLEGE","CA","Public 2 Year","1329","3951957"
"21191","MISSION COLLEGE","CA","Public 2 Year","2442","7858021"
"7204","MODERN BEAUTY ACADEMY - OXNARD","CA","Proprietary 2 Year","77","316543"
"30634","MODERN TECHNOLOGY SCHOOL","CA","Proprietary 2 Year","126","494719"
"1240","MODESTO JUNIOR COLLEGE","CA","Public 2 Year","6355","21803526"
"40014","MOJAVE BARBER COLLEGE","CA","Proprietary 2 Year","78","298889"
"21858","MOLER BARBER COLLEGE","CA","Proprietary 2 Year","29","123689"
"23458","MONTEBELLO BEAUTY COLLEGE","CA","Proprietary 2 Year","124","478031"
"1242","MONTEREY PENINSULA COLLEGE","CA","Public 2 Year","1566","4698462"
