"PELLID","OPEID","GAPSID","Name","State","Type & Control","Recipients","Awards"
"1267","126700","1170","MERRITT COLLEGE","CA","Public 2 year","1132","2699430.5299999998"
"16801","2497300","826","MILAN INSTITUTE","CA","Proprietary","717","2251764"
"1238","123800","1153","MILLS COLLEGE","CA","Private 4 Year","387","1312872"
"1239","123900","1154","MIRACOSTA COLLEGE","CA","Public 2 year","964","2391673.1000000001"
"14458","2119100","3772","MISSION COLLEGE","CA","Public 2 year","1862","5057540.8300000001"
"7204","720400","509","MODERN BEAUTY ACADEMY - OXNARD","CA","Proprietary","77","273078"
"30634","3063400","4631","MODERN TECHNOLOGY SCHOOL","CA","Proprietary","118","374367"
"1240","124000","1155","MODESTO JUNIOR COLLEGE","CA","Public 2 year","5418","15167219.33"
"40014","4001400","5775","MOJAVE BARBER COLLEGE","CA","Proprietary","94","253470.72"
"15101","2185800","3902","MOLER BARBER COLLEGE","CA","Proprietary","26","95026"
"16647","2345800","811","MONTEBELLO BEAUTY COLLEGE","CA","Proprietary","117","344212"
"1242","124200","1156","MONTEREY PENINSULA COLLEGE","CA","Public 2 year","1110","2648884.8399999999"
"30624","3062400","4628","MOUNT DIABLO ADULT EDUCATION","CA","Public 2 year","78","180127"
"1243","124300","1157","MOUNT SAINT MARY'S COLLEGE","CA","Private 4 Year","876","2772390.23"
"1245","124500","1158","MOUNT SAN ANTONIO COLLEGE","CA","Public 2 year","5648","15932720"
"1246","124600","1159","MT. SAN JACINTO COLLEGE","CA","Public 2 year","3920","9527508.5299999993"
"31287","3128700","4826","MT. SIERRA COLLEGE","CA","Proprietary","268","721685"
"17062","2546400","4386","MTI BUSINESS COLLEGE","CA","Proprietary","192","599385.58999999997"
"8680","1291200","3592","MTI COLLEGE","CA","Proprietary","825","2280105.3799999999"
"39333","3933300","5726","MUELLER COLLEGE OF HOLISTIC STUDIES","CA","Proprietary","74","125218.31"
"15238","2161800","3854","MUSICIANS INSTITUTE","CA","Proprietary","502","1118163.6200000001"
"34583","3458300","5007","MY LE'S BEAUTY COLLEGE","CA","Proprietary","159","449626.06"
"1247","124700","38","NAPA VALLEY COLLEGE","CA","Public 2 year","964","2825577.79"
"16968","2518400","4327","NATIONAL HISPANIC UNIVERSITY","CA","Private 4 Year","217","676761"
"17063","2542300","4376","NATIONAL HOLISTIC INSTITUTE","CA","Proprietary","305","905326.84999999998"
"39104","3910400","5808","NATIONAL POLYTECHNIC COLLEGE","CA","Proprietary","263","855639.5"
"11696","1169600","629","NATIONAL POLYTECHNIC COLLEGE OF SCIENCE","CA","Private 2 Year","149","427004.96000000002"
"11460","1146000","618","NATIONAL UNIVERSITY - LA JOLLA","CA","Private 4 Year","1439","3600482"
"7130","713000","507","NEWBERRY SCHOOLS OF BEAUTY","CA","Proprietary","128","365096"
"25842","2584200","4458","NEWBRIDGE COLLEGE","CA","Proprietary","834","2589825.96"
"30439","3043900","4616","NEWSCHOOL OF ARCHITECTURE AND DESIGN","CA","Proprietary","139","463731"
"7187","718700","2899","NORTH ADRIAN'S BEAUTY COLLEGE","CA","Proprietary","257","819183"
"12872","1287200","661","NORTH-WEST COLLEGE","CA","Proprietary","403","1272532"
"25916","2591600","880","NORTH-WEST COLLEGE","CA","Proprietary","67","182836"
"11707","1170700","630","NORTH-WEST COLLEGE","CA","Proprietary","305","834864"
"1179","117900","1123","NOTRE DAME DE NAMUR UNIVERSITY","CA","Private 4 Year","242","730710"
"35904","3590400","5419","NTMA TRAINING CENTERS OF SOUTHERN CALIFORNIA","CA","Private 2 Year","500","1620980.76"
"1249","124900","1160","OCCIDENTAL COLLEGE","CA","Private 4 Year","357","1224363"
"12989","1298900","5578","OCEANSIDE COLLEGE OF BEAUTY","CA","Proprietary","16","39983.720000000001"
"4481","448100","2509","OHLONE COLLEGE","CA","Public 2 year","1140","3258914.04"
"1250","125000","1161","ORANGE COAST COLLEGE","CA","Public 2 year","3861","11983192"
"1251","125100","1162","OTIS COLLEGE OF ART AND DESIGN","CA","Private 4 Year","458","1757910.5600000001"
"39013","3901300","5679","PACIFIC COAST TRADE SCHOOL","CA","Proprietary","184","515808.89000000001"
"32993","3299300","4912","PACIFIC COLLEGE","CA","Proprietary","176","509137.48999999999"
"30277","3027700","4588","PACIFIC COLLEGE OF ORIENTAL MEDICINE","CA","Proprietary","11","20893"
"21383","2138300","6236","PACIFIC GRADUATE SCHOOL OF PSYCHOLOGY","CA","Private 4 Year","6","20549"
"1255","125500","1165","PACIFIC OAKS COLLEGE","CA","Private 4 Year","73","140339"
"1258","125800","1166","PACIFIC UNION COLLEGE","CA","Private 4 Year","402","1268047"
"40013","4001300","5773","PALACE BEAUTY COLLEGE","CA","Proprietary","98","290685.82000000001"
"40144","4014400","5797","PALLADIUM TECHNICAL ACADEMY","CA","Proprietary","102","385921"
"1259","125900","1167","PALO VERDE COLLEGE","CA","Public 2 year","346","1003482"
"1260","126000","39","PALOMAR COLLEGE","CA","Public 2 year","2109","5146407.79"
"17004","2537200","843","PALOMAR INSTITUTE OF COSMETOLOGY","CA","Proprietary","120","303596.84000000003"
"13571","2059800","3657","PARIS BEAUTY COLLEGE","CA","Proprietary","98","320333"
"1261","126100","40","PASADENA CITY COLLEGE","CA","Public 2 year","6041","18270421"
"4490","449000","2511","PATTEN UNIVERSITY","CA","Private 4 Year","311","960068"
"35983","3598300","5072","PAUL MITCHELL THE SCHOOL","CA","Proprietary","38","126182.55"
"34793","3479300","5020","PCI COLLEGE","CA","Proprietary","195","543035"
"1264","1014900","3300","PEPPERDINE UNIVERSITY","CA","Private 4 Year","482","1538966.7"
"26089","2608900","901","PINNACLE COLLEGE","CA","Proprietary","102","296942"
"1172","117200","5284","PITZER COLLEGE","CA","Private 4 Year","150","477982"
"26203","2620300","911","PLATT COLLEGE","CA","Proprietary","1","1160"
"30627","3062700","951","PLATT COLLEGE","CA","Proprietary","502","1509609"
"15180","2304300","4151","PLATT COLLEGE, SAN DIEGO","CA","Proprietary","177","597294.42000000004"
"1262","126200","1168","POINT LOMA NAZARENE UNIVERSITY","CA","Private 4 Year","412","1377125.5"
"15017","3029600","4594","POMONA ADULT SCHOOL","CA","Public 2 year","187","313798.90000000002"
"1173","117300","1118","POMONA COLLEGE","CA","Private 4 Year","176","653648"
"31258","3125800","4807","PREMIERE CAREER COLLEGE","CA","Proprietary","459","1512405.6599999999"
"33673","3367300","4945","PROFESSIONAL GOLFERS CAREER COLLEGE","CA","Proprietary","141","422017"
"12984","1298400","664","PROFESSIONAL INSTITUTE OF BEAUTY","CA","Proprietary","119","419957"
"40234","4023400","6018","PROTEUS","CA","Private 2 Year","7","17206.599999999999"
"1308","130800","48","REEDLEY COLLEGE","CA","Public 2 year","4600","12360435"
"33943","3394300","4955","REMINGTON COLLEGE - SAN DIEGO CAMPUS","CA","Proprietary","723","2022132"
"1269","126900","41","RIO HONDO COMMUNITY COLLEGE","CA","Public 2 year","3554","10039268"
"1270","127000","1171","RIVERSIDE COMMUNITY COLLEGE","CA","Public 2 year","9396","21933153.079999998"
"12942","1294200","3604","ROSEMEAD BEAUTY SCHOOL","CA","Proprietary","264","838608"
"30541","3054100","949","ROYALE COLLEGE OF BEAUTY","CA","Proprietary","74","212582"
"1233","123300","1150","SACRAMENTO CITY COLLEGE","CA","Public 2 year","5625","14694180"
"9509","950900","3198","SACRAMENTO CITY UNIFIED SCHOOL DISTRICT","CA","Public 2 Year","719","1852835.26"
"8918","891800","3130","SADDLEBACK COLLEGE","CA","Public 2 year","1119","3032193"
"30695","3069500","4646","SAGE COLLEGE","CA","Proprietary","263","624277.18000000005"
"33593","3359300","4940","SAINT FRANCIS CAREER COLLEGE","CA","Private 2 Year","182","488390.5"
"1302","130200","1186","SAINT MARY'S COLLEGE OF CALIFORNIA","CA","Private 4 Year","648","2174979"
"7203","720300","2902","SALON SUCCESS ACADEMY","CA","Proprietary","109","302750"
"13095","1309500","3623","SALON SUCCESS ACADEMY","CA","Proprietary","204","660057.97999999998"
"26193","2619300","4524","SAMRA UNIVERSITY OF ORIENTAL MEDICINE","CA","Private 4 Year","2","3813"
"7012","701200","2881","SAMUEL MERRITT UNIVERSITY","CA","Private 4 Year","127","412570"
"1272","127200","1172","SAN BERNARDINO VALLEY COLLEGE","CA","Public 2 year","3653","9198537.4299999997"
"12031","1203100","3502","SAN DIEGO CHRISTIAN COLLEGE","CA","Private 4 Year","140","440787.71999999997"
"1273","127300","42","SAN DIEGO CITY COLLEGE","CA","Public 2 year","4683","13083199.32"
"15825","2241600","4012","SAN DIEGO CONTINUING EDUCATION","CA","Public 2 year","146","337234"
"1275","127500","43","SAN DIEGO MESA COLLEGE","CA","Public 2 year","2617","7670064.3200000003"
"14172","1182000","636","SAN DIEGO MIRAMAR COLLEGE","CA","Public 2 year","1491","4180537.3999999999"
"1151","115100","25","SAN DIEGO STATE UNIVERSITY","CA","Public 4 year","8411","28905865"
"3948","394800","457","SAN FRANCISCO ART INSTITUTE","CA","Private 4 Year","138","477337"
"1278","127800","1173","SAN FRANCISCO CONSERVATORY OF MUSIC","CA","Private 4 Year","39","136217"
"41413","4141300","6355","SAN FRANCISCO INSTITUTE OF ESTHETICS AND COSMETOLOGY","CA","Proprietary","21","61826"
"1154","115400","26","SAN FRANCISCO STATE UNIVERSITY","CA","Public 4 year","8024","26247341"
"1280","128000","1174","SAN JOAQUIN DELTA COLLEGE","CA","Public 2 year","7436","19851787"
"14741","2120700","3775","SAN JOAQUIN VALLEY COLLEGE","CA","Proprietary","5128","16446443"
"1282","128200","1176","SAN JOSE CITY COLLEGE","CA","Public 2 year","2073","5559832.8399999999"
"1155","115500","1110","SAN JOSE STATE UNIVERSITY","CA","Public 4 year","7933","24072913.789999999"
"1284","128400","1177","SANTA ANA COLLEGE","CA","Public 2 year","2771","7476184"
"9989","998900","3277","SANTA BARBARA BUSINESS COLLEGE","CA","Proprietary","1691","4521451"
"1285","128500","45","SANTA BARBARA CITY COLLEGE","CA","Public 2 year","2742","6827244.9100000001"
"1326","132600","56","SANTA CLARA UNIVERSITY","CA","Private 4 Year","534","1849585"
"1286","128600","1178","SANTA MONICA COLLEGE","CA","Public 2 year","5035","14391441.5"
"1287","128700","46","SANTA ROSA JUNIOR COLLEGE - SANTA ROSA","CA","Public 2 year","2436","6971639.25"
"36957","3695700","5811","SANTIAGO CANYON COLLEGE","CA","Public 2 year","872","2257325"
"37524","3752400","5842","SCHOOL OF URBAN MISSIONS","CA","Private 4 Year","63","215812"
"1174","117400","1119","SCRIPPS COLLEGE","CA","Private 4 Year","83","262993"
"16802","2359300","4262","SHASTA BIBLE COLLEGE AND GRADUATE SCHOOL","CA","Private 4 Year","24","77895"
"1289","128900","1179","SHASTA COLLEGE","CA","Public 2 year","2960","7669818.5"
"1290","129000","1180","SIERRA COLLEGE","CA","Public 2 year","4551","12527063"
"13831","2064300","3667","SIERRA COLLEGE OF BEAUTY","CA","Proprietary","121","360169"
"15461","2188400","723","SIERRA VALLEY COLLEGE OF COURT REPORTING","CA","Proprietary","167","508135"
"1291","129100","1181","SIMPSON UNIVERSITY","CA","Private 4 Year","488","1563059.7"
"7713","771300","2992","SKYLINE COLLEGE","CA","Public 2 year","1271","3509614"
"38144","3814400","5638","SOKA UNIVERSITY OF AMERICA","CA","Private 4 Year","77","256851"
"1292","129200","1182","SOLANO COMMUNITY COLLEGE","CA","Public 2 year","2231","5383694.8700000001"
"1156","115600","27","SONOMA STATE UNIVERSITY","CA","Public 4 year","1660","5402722.6299999999"
"25973","2597300","4476","SOUTH BAYLO UNIVERSITY","CA","Private 4 Year","16","53514.330000000002"
"16081","2277400","4089","SOUTH COAST COLLEGE","CA","Proprietary","192","594779.75"
"31136","3113600","4773","SOUTHERN CALIFORNIA INSTITUTE OF TECHNOLOGY","CA","Proprietary","822","2443139.0499999998"
"33323","3332300","4930","SOUTHERN CALIFORNIA SEMINARY","CA","Private 4 Year","38","91944"
"1229","122900","6381","SOUTHERN CALIFORNIA UNIVERSITY OF HEALTH SCIENCES","CA","Private 4 Year","21","22274"
"1294","129400","1184","SOUTHWESTERN COLLEGE","CA","Public 2 year","4471","13574023.140000001"
"38893","3889300","5716","STANBRIDGE COLLEGE","CA","Proprietary","232","623670"
"1305","130500","1187","STANFORD UNIVERSITY","CA","Private 4 Year","923","3334466.9500000002"
"31081","3108100","4755","SUMMIT CAREER COLLEGE","CA","Proprietary","1508","4661977.4299999997"
"1309","130900","1188","TAFT COLLEGE","CA","Public 2 year","550","1616435.3300000001"
"40573","4057300","5815","TECHSKILLS OF SACRAMENTO","CA","Proprietary","156","360647.98999999999"
"15795","2236400","4001","THANH LE COLLEGE, SCHOOL OF COSMETOLOGY","CA","Proprietary","84","273985"
"14073","2075800","3700","THE SOUTHERN CALIFORNIA INSTITUTE OF ARCHITECTURE","CA","Private 4 Year","140","496136"
"23580","2358000","5488","THOMAS AQUINAS COLLEGE","CA","Private 4 Year","57","174524"
"40043","4004300","5847","THUY PRINCESS BEAUTY COLLEGE","CA","Proprietary","78","234069"
"34033","3403300","4963","TRINITY LIFE BIBLE COLLEGE","CA","Private 4 Year","172","461513.44"
"41279","4127900","5943","TUI UNIVERSITY","CA","Proprietary","276","728856"
"12317","1231700","3529","TULARE BEAUTY COLLEGE","CA","Proprietary","53","168785"
"36143","3614300","5236","UNITED BEAUTY COLLEGE","CA","Proprietary","87","254896"
"17169","2559300","4416","UNITED EDUCATION INSTITUTE","CA","Proprietary","7740","22031613.949999999"
"12446","1244600","3545","UNIVERSAL COLLEGE OF BEAUTY","CA","Proprietary","119","360958"
"34275","3427500","5348","UNIVERSITY OF ANTELOPE VALLEY","CA","Proprietary","877","2719145"
"1312","131200","49","UNIVERSITY OF CALIFORNIA, BERKELEY","CA","Public 4 year","8018","29032981"
"1313","131300","50","UNIVERSITY OF CALIFORNIA, DAVIS","CA","Public 4 year","7821","28432414"
"1314","131400","51","UNIVERSITY OF CALIFORNIA, IRVINE","CA","Public 4 year","6018","21493190"
"1315","131500","5118","UNIVERSITY OF CALIFORNIA, LOS ANGELES","CA","Public 4 year","8869","31678452.859999999"
"41271","4127100","6278","UNIVERSITY OF CALIFORNIA, MERCED","CA","Public 4 year","1114","4027342.98"
"1316","131600","52","UNIVERSITY OF CALIFORNIA, RIVERSIDE","CA","Public 4 year","7044","24928318"
"1317","131700","1189","UNIVERSITY OF CALIFORNIA, SAN DIEGO","CA","Public 4 year","8028","29339918"
"1320","132000","53","UNIVERSITY OF CALIFORNIA, SANTA BARBARA","CA","Public 4 year","4985","17686562"
"1321","132100","54","UNIVERSITY OF CALIFORNIA, SANTA CRUZ","CA","Public 4 year","4145","14515721"
"39953","3995300","5761","UNIVERSITY OF EAST-WEST MEDICINE","CA","Proprietary","7","29917"
"1216","121600","1145","UNIVERSITY OF LA VERNE","CA","Private 4 Year","1440","3944151.8599999999"
"1322","132200","1191","UNIVERSITY OF REDLANDS","CA","Private 4 Year","596","1737851"
"10395","1039500","3336","UNIVERSITY OF SAN DIEGO","CA","Private 4 Year","505","1573447"
"1325","132500","55","UNIVERSITY OF SAN FRANCISCO","CA","Private 4 Year","1193","3854049"
"1328","132800","1192","UNIVERSITY OF SOUTHERN CALIFORNIA","CA","Private 4 Year","2777","9642127"
"1329","132900","57","UNIVERSITY OF THE PACIFIC","CA","Private 4 Year","1091","3919771.4500000002"
"36963","3696300","5862","UNIVERSITY OF THE WEST","CA","Private 4 Year","2","4140"
"34559","3455900","5478","VALLECITOS CENTER FOR EMPLOYMENT TRAINING","CA","Private 2 Year","14","33967"
"34414","3441400","4994","VALLEY CAREER COLLEGE","CA","Proprietary","502","1522930.6000000001"
"41145","4114500","5858","VALLEY COLLEGE OF MEDICAL CAREERS","CA","Proprietary","156","420107.90999999997"
"1293","129300","1183","VANGUARD UNIVERSITY OF SOUTHERN CALIFORNIA","CA","Private 4 Year","479","1442642.8799999999"
"30847","3084700","4680","VENTURA ADULT AND CONTINUING EDUCATION","CA","Public 2 year","112","280084"
"6863","686300","2864","VENTURA COUNTY COMMUNITY COLLEGE DISTRICT OFFICE","CA","Public 2 year","5160","14844868"
"13637","2128200","698","VICTOR VALLEY BEAUTY COLLEGE","CA","Proprietary","128","407176"
"1335","133500","58","VICTOR VALLEY COMMUNITY COLLEGE","CA","Public 2 year","4722","12488118"
"41160","4116000","5897","VIDEO SYMPHONY ENTERTRAINING","CA","Proprietary","30","73161"
"38384","3838400","5612","WALTER JAY M.D. INSTITUTE, AN EDUCATIONAL CENTER","CA","Proprietary","108","419925"
"36393","3639300","5193","WEST COAST ULTRASOUND INSTITUTE","CA","Proprietary","321","944746.05000000005"
"36983","3698300","5417","WEST COAST UNIVERSITY","CA","Proprietary","740","2149598.2200000002"
"41113","4111300","5894","WEST HILLS COLLEGE LEMOORE","CA","Public 2 year","1613","3759104.1299999999"
"1176","117600","1120","WEST HILLS COMMUNITY COLLEGE","CA","Public 2 year","1041","2919895.0800000001"
"8596","859600","5262","WEST LOS ANGELES COLLEGE","CA","Public 2 year","2448","6908917.1799999997"
"1338","133800","1193","WEST VALLEY COLLEGE","CA","Public 2 year","1374","3615816.5699999998"
"30623","3062300","5201","WESTECH COLLEGE","CA","Proprietary","765","2176560.3999999999"
"7229","722900","2903","WESTERN BEAUTY INSTITUTE","CA","Proprietary","897","2729453"
"9748","974800","3237","WESTERN CAREER COLLEGE","CA","Proprietary","6186","15152016.57"
"1341","134100","1194","WESTMONT COLLEGE","CA","Private 4 Year","190","584618"
"30727","3072700","4654","WESTWOOD COLLEGE - LOS ANGELES","CA","Proprietary","3772","9274116.9000000004"
"11626","1162600","3453","WESTWOOD COLLEGE - SOUTH BAY","CA","Proprietary","1533","4846542.75"
"1342","134200","1195","WHITTIER COLLEGE","CA","Private 4 Year","338","1181681"
"1281","128100","1175","WILLIAM JESSUP UNIVERSITY","CA","Private 4 Year","132","426558.77000000002"
"1343","134300","1196","WOODBURY UNIVERSITY","CA","Private 4 Year","590","2021709"
"38683","3868300","5688","WORLD MISSION UNIVERSITY","CA","Private 4 Year","38","112208"
"7190","719000","2900","WYOTECH","CA","Proprietary","1326","3823192"
"12873","1287300","3581","WYOTECH","CA","Proprietary","4842","12304890"
"15975","2262400","5460","YESHIVA OHR ELCHONON CHABAD-WEST COAST TALMUDICAL SEMINARY","CA","Private 4 Year","59","268829"
"1344","134400","1197","YUBA COLLEGE","CA","Public 2 year","4294","11109915.51"
"40933","4093300","5855","ACADEMY OF NATURAL THERAPY","CO","Proprietary","28","72849"
"1345","134500","1198","ADAMS STATE COLLEGE","CO","Public 4 year","1383","4368762.7800000003"
"7582","758200","527","AIMS COMMUNITY COLLEGE","CO","Public 2 year","1523","3974522"
"1346","134600","1199","ARAPAHOE COMMUNITY COLLEGE","CO","Public 2 year","1593","3788706.6899999999"
"13961","2078900","3706","ART INSTITUTE OF COLORADO (THE)","CO","Proprietary","1002","2590524.5899999999"
"40803","4080300","6451","ASPEN UNIVERSITY","CO","Proprietary","1","1183"
"12670","1267000","3568","BEL - REA INSTITUTE OF ANIMAL TECHNOLOGY","CO","Proprietary","292","788384.42000000004"
"30131","3013100","4558","BOULDER COLLEGE OF MASSAGE THERAPY","CO","Private 2 Year","71","193875"
"25943","2594300","4472","COLLEGE AMERICA DENVER","CO","Proprietary","1748","5408247.1600000001"
"9401","940100","3187","COLORADO CHRISTIAN UNIVERSITY","CO","Private 4 Year","645","1664920.3899999999"
"1347","134700","1200","COLORADO COLLEGE","CO","Private 4 Year","161","569738"
"4506","450600","2515","COLORADO MOUNTAIN COLLEGE","CO","Public 2 year","418","1116305.8500000001"
"1359","135900","1204","COLORADO NORTHWESTERN COMMUNITY COLLEGE","CO","Public 2 year","219","621230.14000000001"
"35844","3584400","5067","COLORADO SCHOOL OF HEALING ARTS","CO","Proprietary","140","294470"
"1348","134800","1201","COLORADO SCHOOL OF MINES","CO","Public 4 year","509","1639658.5600000001"
"13513","1157200","3450","COLORADO SCHOOL OF TRADES","CO","Proprietary","80","275551"
"1350","135000","60","COLORADO STATE UNIVERSITY","CO","Public 4 year","3713","11720177"
"1365","136500","1209","COLORADO STATE UNIVERSITY-PUEBLO","CO","Public 4 year","1884","5773347.3799999999"
"10148","1014800","3299","COLORADO TECHNICAL UNIVERSITY","CO","Proprietary","20091","47600090.82"
"16058","2276900","4087","COMMUNITY COLLEGE OF AURORA CENTRETECH CAMPUS","CO","Public 2 year","1921","4120366.5"
"9542","954200","579","COMMUNITY COLLEGE OF DENVER","CO","Public 2 year","3062","7046192.4400000004"
"8871","887100","3121","CONCORDE CAREER COLLEGE","CO","Proprietary","905","2356441"
"39723","3972300","5742","CUTTIN' UP BEAUTY ACADEMY","CO","Proprietary","64","135642.81"
"14050","2156200","3837","DELTA - MONTROSE TECHNICAL COLLEGE","CO","Public 2 year","86","225248"
