"OPE ID","Institution Name","Institution City","Institution State","Institution Type And Control","Total Awards","Total Recipients"
"142200","UNIVERSITY OF HARTFORD","WEST HARTFORD","CT","Private - 4 Year","5297849","1377"
"142400","WESLEYAN UNIVERSITY","MIDDLETOWN","CT","Private - 4 Year","2493237","564"
"142500","EASTERN CONNECTICUT STATE UNIV","WILLIMANTIC","CT","Public - 4 Year","5192047","1393"
"142600","YALE UNIVERSITY","NEW HAVEN","CT","Private - 4 Year","2903384","710"
"142800","DELAWARE STATE UNIVERSITY","DOVER","DE","Public - 4 Year","8854665","2114"
"142900","GOLDEY BEACOM COLLEGE","WILMINGTON","DE","Private - 4 Year","788712","209"
"143100","UNIVERSITY OF DELAWARE","NEWARK","DE","Public - 4 Year","8953039","2313"
"143300","WESLEY COLLEGE","DOVER","DE","Private - 4 Year","2982353","743"
"143400","AMERICAN UNIVERSITY","WASHINGTON","DC","Private - 4 Year","4865366","1198"
"143600","CAPITOL COLLEGE","LAUREL","MD","Private - 4 Year","623171","153"
"143700","CATHOLIC UNIVERSITY OF AMERICA","WASHINGTON","DC","Private - 4 Year","1822520","487"
"144300","GALLAUDET UNIVERSITY","WASHINGTON","DC","Private - 4 Year","2512616","556"
"144400","GEORGE WASHINGTON UNIVERSITY","WASHINGTON","DC","Private - 4 Year","5981922","1434"
"144500","GEORGETOWN UNIVERSITY","WASHINGTON","DC","Private - 4 Year","4152560","1004"
"144800","HOWARD UNIVERSITY","WASHINGTON","DC","Private - 4 Year","13359155","3079"
"145900","STRAYER UNIVERSITY","WASHINGTON","DC","Proprietary - 4 Year","89289646","28617"
"146000","TRINITY UNIVERSITY","WASHINGTON","DC","Private - 4 Year","5387023","1363"
"146200","WASHINGTON BIBLE COLLEGE","LANHAM","MD","Private - 4 Year","73533","21"
"146600","BARRY UNIVERSITY","MIAMI SHORES","FL","Private - 4 Year","10631136","2660"
"146700","BETHUNE COOKMAN UNIVERSITY","DAYTONA BEACH","FL","Private - 4 Year","13102842","2894"
"146800","ST THOMAS UNIVERSITY","MIAMI GARDENS","FL","Private - 4 Year","2709841","623"
"146900","FLORIDA INSTITUTE OF TECHNOLOGY","MELBOURNE","FL","Private - 4 Year","10706414","3319"
"147000","BREVARD COMMUNITY COLLEGE","COCOA","FL","Public - 4 Year","24433441","7807"
"147100","COLLEGE OF CENTRAL FLORIDA","OCALA","FL","Public - 4 Year","18910156","5699"
"147200","CHIPOLA  COLLEGE","MARIANNA","FL","Public - 4 Year","3815921","1134"
"147500","DAYTONA STATE COLLEGE","DAYTONA BEACH","FL","Public - 4 Year","30233686","9472"
"147700","EDISON STATE COLLEGE","FORT MYERS","FL","Public - 4 Year","24128201","7374"
"147800","EDWARD WATERS COLLEGE","JACKSONVILLE","FL","Private - 4 Year","3687227","833"
"147900","EMBRY-RIDDLE AERONAUTICAL UNIV","DAYTONA BEACH","FL","Private - 4 Year","14174477","4408"
"148000","FLORIDA A & M UNIVERSITY","TALLAHASSEE","FL","Public - 4 Year","30281081","6987"
"148100","FLORIDA ATLANTIC UNIVERSITY","BOCA RATON","FL","Public - 4 Year","42711611","11393"
"148200","FLORIDA COLLEGE","TEMPLE TERRACE","FL","Private - 4 Year","801446","195"
"148400","FLORIDA STATE COLLEGE AT JACKSONVILLE","JACKSONVILLE","FL","Public - 4 Year","46366510","14944"
"148500","FLORIDA KEYS COMMUNITY COLLEGE","KEY WEST","FL","Public - 2 Year","1444120","454"
"148600","FLORIDA MEMORIAL UNIVERSITY","MIAMI GARDENS","FL","Private - 4 Year","5793798","1333"
"148700","ECKERD COLLEGE","ST PETERSBURG","FL","Private - 4 Year","2319838","592"
"148800","FLORIDA SOUTHERN COLLEGE","LAKELAND","FL","Private - 4 Year","3136838","761"
"148900","FLORIDA STATE UNIVERSITY","TALLAHASSEE","FL","Public - 4 Year","42782527","10905"
"149000","GULF COAST COMMUNITY COLLEGE","PANAMA CITY","FL","Public - 4 Year","10420314","3330"
"149300","INDIAN RIVER STATE COLLEGE","FORT PIERCE","FL","Public - 4 Year","28644407","8565"
"149500","JACKSONVILLE UNIVERSITY","JACKSONVILLE","FL","Private - 4 Year","4290277","1176"
"149700","JONES COLLEGE","JACKSONVILLE","FL","Private - 4 Year","1757189","520"
"150000","BROWARD COLLEGE- DOWNTOWN CTR","FORT LAUDERDALE","FL","Public - 4 Year","87858725","27235"
"150100","FLORIDA GATEWAY COLLEGE","LAKE CITY","FL","Public - 4 Year","4882644","1539"
"150200","LAKE SUMTER COMMUNITY COLLEGE","LEESBURG","FL","Public - 4 Year","5506989","1732"
"150400","STATE COLLEGE OF FLORIDA, MANATEE-SARASO","BRADENTON","FL","Public - 4 Year","19697734","5983"
"150500","LYNN UNIVERSITY","BOCA RATON","FL","Private - 4 Year","1389826","362"
"150600","MIAMI DADE COLLEGE ADMINISTRATION ONLY","MIAMI","FL","Public - 4 Year","91022915","25508"
"150800","NORTH FLORIDA COMMUNITY COLLEGE","MADISON","FL","Public - 2 Year","2689248","838"
"150900","NOVA SOUTHEASTERN UNIVERSITY","FORT LAUDERDALE","FL","Private - 4 Year","10993409","2844"
"151000","NORTHWEST FLORIDA STATE COLLEGE","NICEVILLE","FL","Public - 4 Year","8818736","2743"
"151200","PALM BEACH COMMUNITY COLLEGE","LAKE WORTH","FL","Public - 4 Year","43624199","13180"
"151300","PENSACOLA STATE COLLEGE","PENSACOLA","FL","Public - 4 Year","18748411","5817"
"151400","POLK STATE COLLEGE","WINTER HAVEN","FL","Public - 4 Year","20073907","6320"
"151500","ROLLINS COLLEGE","WINTER PARK","FL","Private - 4 Year","3619935","904"
"151900","SANTA FE COLLEGE","GAINESVILLE","FL","Public - 4 Year","24526072","7126"
"152000","SEMINOLE STATE COLLEGE OF FLORIDA","SANFORD","FL","Public - 4 Year","36593037","11305"
"152100","SOUTHEASTERN UNIVERSITY","LAKELAND","FL","Private - 4 Year","4419577","1108"
"152200","SOUTH FLORIDA COMMUNITY COLLEGE","AVON PARK","FL","Public - 4 Year","4972826","1585"
"152300","SAINT JOHNS RIVER STATE COLLEGE","PALATKA","FL","Public - 4 Year","10914826","3289"
"152600","SAINT LEO UNIVERSITY","SAINT LEO","FL","Private - 4 Year","27179491","7812"
"152800","ST. PETERSBURG COLLEGE","LARGO","FL","Public - 4 Year","52581803","16824"
"153100","STETSON UNIVERSITY","DELAND","FL","Private - 4 Year","4075262","946"
"153300","TALLAHASSEE COMMUNITY COLLEGE","TALLAHASSEE","FL","Public - 2 Year","26486607","7451"
"153400","EVEREST UNIVERSITY","TAMPA","FL","Proprietary - 4 Year","33049085","9463"
"153500","UNIVERSITY OF FLORIDA","GAINESVILLE","FL","Public - 4 Year","46875514","11520"
"153600","UNIVERSITY OF MIAMI","CORAL GABLES","FL","Private - 4 Year","9230533","2170"
"153700","UNIVERSITY OF SOUTH FLORIDA","TAMPA","FL","Public - 4 Year","65008116","16829"
"153800","UNIVERSITY OF TAMPA","TAMPA","FL","Private - 4 Year","6683193","1666"
"154000","WEBBER INTERNATIONAL UNIVERSITY","BABSON PARK","FL","Private - 4 Year","2240160","548"
"154100","ABRAHAM BALDWIN AGRICULTURAL CLG","TIFTON","GA","Public - 4 Year","6225659","1657"
"154200","AGNES SCOTT COLLEGE","DECATUR","GA","Private - 4 Year","1806268","413"
"154300","DARTON COLLEGE","ALBANY","GA","Public - 4 Year","15935131","4386"
"154400","ALBANY STATE UNIVERSITY","ALBANY","GA","Public - 4 Year","12797183","2973"
"154500","ANDREW COLLEGE","CUTHBERT","GA","Private - 2 Year","711006","164"
"154600","ARMSTRONG ATLANTIC STATE UNIVERSITY","SAVANNAH","GA","Public - 4 Year","12376561","3211"
"154700","POINT UNIVERSITY","EAST POINT","GA","Private - 4 Year","4100582","990"
"157913","GEORGIA REGENTS UNIVERSITY - AUGUSTA STA","AUGUSTA","GA","Public - 4 Year","10509217","2782"
"155400","BERRY COLLEGE","MOUNT BERRY","GA","Private - 4 Year","2251767","533"
"155500","THOMAS UNIVERSITY","THOMASVILLE","GA","Private - 4 Year","1809800","504"
"155600","BRENAU UNIVERSITY","GAINESVILLE","GA","Private - 4 Year","3776100","1055"
"155700","BREWTON PARKER COLLEGE","MOUNT VERNON","GA","Private - 4 Year","1331694","326"
"155800","COASTAL GEORGIA COMMUNITY COLLEGE","BRUNSWICK","GA","Public - 4 Year","6701991","1901"
"155900","CLARK ATLANTA UNIVERSITY","ATLANTA","GA","Private - 4 Year","8980317","2076"
"156100","COLUMBUS STATE UNIVERSITY","COLUMBUS","GA","Public - 4 Year","14228924","3677"
"156200","GEORGIA PERIMETER COLLEGE","CLARKSTON","GA","Public - 2 Year","46440381","14228"
"156300","EMMANUEL COLLEGE","FRANKLIN SPRINGS","GA","Private - 4 Year","1860380","430"
"156400","EMORY UNIVERSITY","ATLANTA","GA","Private - 4 Year","7352942","1671"
"156600","FORT VALLEY STATE UNIVERSITY","FORT VALLEY","GA","Public - 4 Year","11805774","2710"
"156700","GAINESVILLE STATE COLLEGE","GAINESVILLE","GA","Public - 4 Year","14149757","4027"
"156900","GEORGIA INSTITUTE OF TECHNOLOGY","ATLANTA","GA","Public - 4 Year","12100521","3104"
"157000","SOUTHERN POLYTECHNIC STATE UNIV","MARIETTA","GA","Public - 4 Year","9584979","2506"
"157100","GEORGIA MILITARY COLLEGE","MILLEDGEVILLE","GA","Public - 2 Year","19102971","5897"
"157200","GEORGIA SOUTHERN UNIVERSITY","STATESBORO","GA","Public - 4 Year","29632167","7417"
"157300","GEORGIA SOUTHWESTERN STATE UNIV","AMERICUS","GA","Public - 4 Year","5778551","1469"
"157400","GEORGIA STATE UNIVERSITY","ATLANTA","GA","Public - 4 Year","55293620","13937"
"157500","GORDON COLLEGE","BARNESVILLE","GA","Public - 4 Year","9844728","2624"
"157700","KENNESAW STATE UNIVERSITY","KENNESAW","GA","Public - 4 Year","39417046","10551"
"157800","LAGRANGE COLLEGE","LA GRANGE","GA","Private - 4 Year","1629233","396"
"157900","MEDICAL COLLEGE OF GEORGIA","AUGUSTA","GA","Public - 4 Year","580405","140"
"158000","MERCER UNIVERSITY","MACON","GA","Private - 4 Year","7778867","1970"
"158100","MIDDLE GEORGIA COLLEGE","COCHRAN","GA","Public - 4 Year","8029545","2095"
"158200","MOREHOUSE COLLEGE","ATLANTA","GA","Private - 4 Year","5334853","1245"
"158500","UNIVERSITY OF NORTH GEORGIA","DAHLONEGA","GA","Public - 4 Year","8029058","2162"
"158600","OGLETHORPE UNIVERSITY","ATLANTA","GA","Private - 4 Year","1878974","454"
"158700","PAINE COLLEGE","AUGUSTA","GA","Private - 4 Year","3063566","695"
"158800","PIEDMONT COLLEGE","DEMOREST","GA","Private - 4 Year","3002092","731"
"158900","REINHARDT UNIVERSITY","WALESKA","GA","Private - 4 Year","2314106","564"
"159000","SAVANNAH STATE UNIVERSITY","SAVANNAH","GA","Public - 4 Year","15453628","3570"
"159100","SHORTER UNIVERSITY","ROME","GA","Private - 4 Year","6972068","1730"
"159200","SOUTH GEORGIA COLLEGE","DOUGLAS","GA","Public - 4 Year","6999032","1761"
"159400","SPELMAN COLLEGE","ATLANTA","GA","Private - 4 Year","4723609","1068"
"159600","TOCCOA FALLS COLLEGE","TOCCOA FALLS","GA","Private - 4 Year","2131263","510"
"159700","TRUETT MCCONNELL COLLEGE","CLEVELAND","GA","Private - 4 Year","1379297","337"
"159800","UNIVERSITY OF GEORGIA","ATHENS","GA","Public - 4 Year","26714825","6665"
"159900","VALDOSTA STATE UNIVERSITY","VALDOSTA","GA","Public - 4 Year","20782340","5122"
"160000","WESLEYAN COLLEGE","MACON","GA","Private - 4 Year","1062155","255"
"160100","UNIV OF WEST GEORGIA","CARROLLTON","GA","Public - 4 Year","20849636","5126"
"160200","GEORGIA COLLEGE & STATE UNIVERSITY","MILLEDGEVILLE","GA","Public - 4 Year","5109052","1302"
"160400","YOUNG HARRIS COLLEGE","YOUNG HARRIS","GA","Private - 4 Year","1689989","409"
"160500","CHAMINADE UNIV OF HONOLULU","HONOLULU","HI","Private - 4 Year","3780870","1017"
"160600","BRIGHAM YOUNG UNIV-HAWAII CAMPUS","LAIE","HI","Private - 4 Year","3808289","928"
"161000","UNIVERSITY OF HAWAII AT MANOA","HONOLULU","HI","Public - 4 Year","19215907","4724"
"161100","UNIVERSITY OF HAWAII AT HILO","HILO","HI","Public - 4 Year","7331178","1768"
"161200","HONOLULU COMMUNITY COLLEGE","HONOLULU","HI","Public - 2 Year","4133566","1234"
"161300","KAPIOLANI COMMUNITY COLLEGE","HONOLULU","HI","Public - 2 Year","6115734","1810"
"161400","KAUAI COMMUNITY COLLEGE","LIHUE","HI","Public - 2 Year","2087647","620"
"161500","UNIVERSITY OF HAWAII MAUI COLLEGE","KAHULUI","HI","Public - 4 Year","7563498","2324"
"161600","BOISE STATE UNIVERSITY","BOISE","ID","Public - 4 Year","29578380","7823"
"161700","COLLEGE OF IDAHO, THE","CALDWELL","ID","Private - 4 Year","1656065","394"
"161900","COLLEGE OF SOUTHERN IDAHO","TWIN FALLS","ID","Public - 2 Year","12957517","3714"
"162000","IDAHO STATE UNIVERSITY","POCATELLO","ID","Public - 4 Year","23805325","6277"
"162100","LEWIS-CLARK STATE COLLEGE","LEWISTON","ID","Public - 4 Year","7841859","2045"
"162300","NORTH IDAHO COLLEGE","COEUR D'ALENE","ID","Public - 2 Year","13520038","3774"
"162400","NORTHWEST NAZARENE UNIVERSITY","NAMPA","ID","Private - 4 Year","2346179","592"
"162500","BRIGHAM YOUNG UNIVERSITY-IDAHO","REXBURG","ID","Private - 4 Year","51526236","12728"
"162600","UNIVERSITY OF IDAHO","MOSCOW","ID","Public - 4 Year","16280697","3985"
"162800","AMERICAN ACADEMY OF ART","CHICAGO","IL","Proprietary - 4 Year","813450","218"
"163300","AUGUSTANA COLLEGE","ROCK ISLAND","IL","Private - 4 Year","2207416","551"
"163400","AURORA UNIVERSITY","AURORA","IL","Private - 4 Year","4881759","1270"
"163600","SOUTHWESTERN ILLINOIS COLLEGE","BELLEVILLE","IL","Public - 2 Year","16825682","5442"
"163800","BLACK HAWK COLLEGE","MOLINE","IL","Public - 2 Year","8171259","2612"
"163900","BLACKBURN COLLEGE","CARLINVILLE","IL","Private - 4 Year","1225861","295"
"164000","PRAIRIE STATE COLLEGE","CHICAGO HEIGHTS","IL","Public - 2 Year","9767929","3348"
"164100","BRADLEY UNIVERSITY","PEORIA","IL","Private - 4 Year","4930031","1287"
"164300","SPOON RIVER COLLEGE","CANTON","IL","Public - 2 Year","2695515","721"
"164800","TRUMAN COLLEGE","CHICAGO","IL","Public - 2 Year","12371213","3847"
"164900","RICHARD J DALEY COLLEGE","CHICAGO","IL","Public - 2 Year","11834808","3717"
"165000","CITY COLLEGES OF CHICAGO-MALCOLM X","CHICAGO","IL","Public - 2 Year","14846832","4705"
"165200","HAROLD WASHINGTON COLLEGE","CHICAGO","IL","Public - 2 Year","24083827","6965"
"976700","OLIVE-HARVEY COLLEGE","CHICAGO","IL","Public - 2 Year","10498259","3191"
"165400","KENNEDY KING COLLEGE","CHICAGO","IL","Public - 2 Year","17060703","5053"
"165500","WRIGHT COLLEGE","CHICAGO","IL","Public - 2 Year","16490345","5426"
"166400","UNIVERSITY OF ST FRANCIS","JOLIET","IL","Private - 4 Year","2473454","660"
"166500","COLUMBIA COLLEGE","CHICAGO","IL","Private - 4 Year","16501772","4158"
"166600","CONCORDIA UNIVERSITY","RIVER FOREST","IL","Private - 4 Year","2758693","703"
"166900","DANVILLE AREA COMMUNITY COLLEGE","DANVILLE","IL","Public - 2 Year","4330726","1371"
"167100","DEPAUL UNIVERSITY","CHICAGO","IL","Private - 4 Year","22972065","6125"
"167400","EASTERN ILLINOIS UNIVERSITY","CHARLESTON","IL","Public - 4 Year","14389073","3588"
"167500","ELGIN COMMUNITY COLLEGE","ELGIN","IL","Public - 2 Year","11558437","3968"
"167600","ELMHURST COLLEGE","ELMHURST","IL","Private - 4 Year","3952492","1009"
"167800","EUREKA COLLEGE","EUREKA","IL","Private - 4 Year","1135961","293"
"168100","HIGHLAND COMMUNITY COLLEGE","FREEPORT","IL","Public - 2 Year","3697906","1187"
"168400","GREENVILLE COLLEGE","GREENVILLE","IL","Private - 4 Year","1874286","483"
"168500","HEBREW THEOLOGICAL COLLEGE","SKOKIE","IL","Private - 4 Year","1405840","302"
"168800","ILLINOIS COLLEGE","JACKSONVILLE","IL","Private - 4 Year","1354391","324"
"169100","ILLINOIS INSTITUTE OF TECHNOLOGY","CHICAGO","IL","Private - 4 Year","3860407","899"
"169200","ILLINOIS STATE UNIVERSITY","NORMAL","IL","Public - 4 Year","18949561","4824"
"169300","NORTHEASTERN ILLINOIS UNIV","CHICAGO","IL","Public - 4 Year","17809523","4786"
"169400","CHICAGO STATE UNIVERSITY","CHICAGO","IL","Public - 4 Year","13839439","3497"
"169600","ILLINOIS WESLEYAN UNIVERSITY","BLOOMINGTON","IL","Private - 4 Year","1502502","375"
"169900","JOLIET JUNIOR COLLEGE","JOLIET","IL","Public - 2 Year","13929958","4507"
"170000","JUDSON UNIVERSITY","ELGIN","IL","Private - 4 Year","1642123","433"
"170100","KASKASKIA COLLEGE","CENTRALIA","IL","Public - 2 Year","6864633","2058"
"170300","KENDALL COLLEGE","CHICAGO","IL","Proprietary - 4 Year","3235687","1035"
"170400","KNOX COLLEGE","GALESBURG","IL","Private - 4 Year","1625562","398"
"170500","ILLINOIS VALLEY COMMUNITY COLLEGE","OGLESBY","IL","Public - 2 Year","5283263","1668"
"170600","LAKE FOREST COLLEGE","LAKE FOREST","IL","Private - 4 Year","2271342","522"
"170700","LEWIS UNIVERSITY","ROMEOVILLE","IL","Private - 4 Year","5844728","1547"
"170800","LINCOLN CHRISTIAN UNIVERSITY","LINCOLN","IL","Private - 4 Year","1324077","378"
"170900","LINCOLN COLLEGE","LINCOLN","IL","Private - 4 Year","3342441","828"
"171000","LOYOLA UNIVERSITY CHICAGO","CHICAGO","IL","Private - 4 Year","12244668","2956"
"171600","MACCORMAC COLLEGE","CHICAGO","IL","Private - 2 Year","585726","159"
"171700","MACMURRAY COLLEGE","JACKSONVILLE","IL","Private - 4 Year","1571496","371"
"172200","MCKENDREE UNIVERSITY","LEBANON","IL","Private - 4 Year","3048235","833"
"172400","MILLIKIN UNIVERSITY","DECATUR","IL","Private - 4 Year","3677518","931"
"172500","MONMOUTH COLLEGE","MONMOUTH","IL","Private - 4 Year","2315652","555"
"172700","MOODY BIBLE INSTITUTE","CHICAGO","IL","Private - 4 Year","2952822","820"
"172800","MORTON COLLEGE","CICERO","IL","Public - 2 Year","8252495","2533"
"173200","NATIONAL UNIV OF HEALTH SCIENCES","LOMBARD","IL","Private - 4 Year","178315","52"
"173300","NATIONAL-LOUIS UNIVERSITY","CHICAGO","IL","Private - 4 Year","2937147","889"
"173400","NORTH CENTRAL COLLEGE","NAPERVILLE","IL","Private - 4 Year","2658596","702"
"173500","NORTH PARK UNIVERSITY","CHICAGO","IL","Private - 4 Year","3276185","863"
"173700","NORTHERN ILLINOIS UNIVERSITY","DEKALB","IL","Public - 4 Year","29766344","7294"
"173900","NORTHWESTERN UNIV","EVANSTON","IL","Private - 4 Year","5243095","1330"
"174100","OLIVET NAZARENE UNIVERSITY","BOURBONNAIS","IL","Private - 4 Year","3963357","1075"
"174200","IL EASTERN COMM COLGS-OLNEY CENTRAL","OLNEY","IL","Public - 2 Year","2167129","629"
"174500","QUINCY UNIVERSITY","QUINCY","IL","Private - 4 Year","2105263","537"
"174600","ROBERT MORRIS UNIVERSITY ILLINOIS","CHICAGO","IL","Private - 4 Year","9940853","2542"
"174700","ROCK VALLEY COLLEGE","ROCKFORD","IL","Public - 2 Year","10991850","3651"
"174800","ROCKFORD COLLEGE","ROCKFORD","IL","Private - 4 Year","2111791","565"
"174900","ROOSEVELT UNIVERSITY","CHICAGO","IL","Private - 4 Year","6607031","1833"
"175000","DOMINICAN UNIVERSITY","RIVER FOREST","IL","Private - 4 Year","3935566","933"
"175200","SAUK VALLEY COMMUNITY COLLEGE","DIXON","IL","Public - 2 Year","3545000","1199"
"175300","SCHOOL OF ART INSTITUTE OF CHICAGO","CHICAGO","IL","Private - 4 Year","2678999","651"
"175600","SHIMER COLLEGE","CHICAGO","IL","Private - 4 Year","248234","57"
"175700","SOUTHEASTERN ILLINOIS COLLEGE","HARRISBURG","IL","Public - 2 Year","2896273","857"
"175800","SOUTHERN ILL UNIV-CARBONDALE","CARBONDALE","IL","Public - 4 Year","26022786","6355"
"175900","SOUTHERN ILL UNIV-EDWARDSVILLE","EDWARDSVILLE","IL","Public - 4 Year","16033481","4127"
"176700","BENEDICTINE UNIVERSITY","LISLE","IL","Private - 4 Year","6503495","1656"
"176800","ST XAVIER UNIVERSITY","CHICAGO","IL","Private - 4 Year","5757367","1453"
"176900","SOUTH SUBURBAN COLLEGE","SOUTH HOLLAND","IL","Public - 2 Year","14493137","4670"
"177100","TRINITY CHRISTIAN COLLEGE","PALOS HEIGHTS","IL","Private - 4 Year","1752374","491"
"177200","TRINITY INTERNATIONAL UNIVERSITY","DEERFIELD","IL","Private - 4 Year","1906431","489"
"177300","TRITON COLLEGE","RIVER GROVE","IL","Public - 2 Year","14460457","4488"
"177400","UNIVERSITY OF CHICAGO","CHICAGO","IL","Private - 4 Year","3218022","797"
"177500","UNIV OF ILLINOIS @ URBANA-CHAMPAIGN","CHAMPAIGN","IL","Public - 4 Year","28122464","6629"
"177600","UNIV OF ILLINOIS AT CHICAGO","CHICAGO","IL","Public - 4 Year","36082245","8486"
"177800","VANDERCOOK COLLEGE OF MUSIC","CHICAGO","IL","Private - 4 Year","238931","54"
"177900","IL EASTERN COMM COLGS-WABASH VALLEY","MOUNT CARMEL","IL","Public - 2 Year","1363906","363"
"178000","WESTERN ILLINOIS UNIVERSITY","MACOMB","IL","Public - 4 Year","18721442","4648"
"178100","WHEATON COLLEGE","WHEATON","IL","Private - 4 Year","2116443","532"
"178300","WORSHAM COLLEGE OF MORTUARY SCIENCE","WHEELING","IL","Proprietary - 2 Year","172613","53"
"178400","ANCILLA COLLEGE-FINANCIAL AID OFFC","DONALDSON","IN","Private - 2 Year","1164942","328"
"178500","ANDERSON UNIVERSITY","ANDERSON","IN","Private - 4 Year","2721423","722"
"178600","BALL STATE UNIVERSITY","MUNCIE","IN","Public - 4 Year","21782272","5454"
"178700","BETHEL COLLEGE INC","MISHAWAKA","IN","Private - 4 Year","3937679","1008"
"178800","BUTLER UNIVERSITY","INDIANAPOLIS","IN","Private - 4 Year","2735146","701"
"179200","DEPAUW UNIVERSITY","GREENCASTLE","IN","Private - 4 Year","1837145","440"
"179300","EARLHAM COLLEGE","RICHMOND","IN","Private - 4 Year","1209240","286"
"179500","UNIVERSITY OF EVANSVILLE","EVANSVILLE","IN","Private - 4 Year","2774661","687"
"179800","FRANKLIN COLLEGE OF INDIANA","FRANKLIN","IN","Private - 4 Year","1642296","412"
"179900","GOSHEN COLLEGE","GOSHEN","IN","Private - 4 Year","1108850","283"
"180000","GRACE COLLEGE & THEO SEMINARY","WINONA LAKE","IN","Private - 4 Year","2052459","518"
"180100","HANOVER COLLEGE","HANOVER","IN","Private - 4 Year","1586421","392"
"180300","HUNTINGTON UNIVERSITY","HUNTINGTON","IN","Private - 4 Year","1533384","403"
